id,category,genre
530070,"2,22,28",28
527790,"2,1,49,36,9,38,22,29,30,18,17,44","25,4,23,70"
533120,"2,22,29","1,25,23,9"
301200,"2,22,29,23,25","1,4,23"
528660,"2,22,29","1,4,23"
210170,"2,22,29,23","1,23,2"
302610,"2,22,28,29,25","1,23"
445190,"2,22,29,23","23,3,2"
284770,"2,22,29,23","25,4"
334030,"2,1,27,22,29","37,23,2"
411370,"2,1,49,36,37,24,22,28,29,23,25,44",1
557600,"2,22,29,23","25,4,23"
508180,"2,22,28,29,23","1,25,4,23,2"
310360,"2,22,29,23",25
257050,"2,22,29","1,25,23"
302710,"2,1,24,22,28,29,31,23,25,44","1,23,9"
632350,"2,1,49,36,22,28,29,23,43",3
455400,"2,1,49,37,9,39,24,22,28,29,23,25,44",1
385240,"2,22,29,30,17",28
300580,"2,22,28,29,13,23","1,23"
296070,"2,22,28,29,31,23","25,23,2"
250050,"2,22,28,29,23","1,25,4,23"
454060,"2,22,29,30,23,15,25,17","4,23,28"
575700,"2,22,29","4,23"
464340,"2,22,29,18",25
299480,"2,1,9,24,22,28,29,43,44","1,23"
300300,"2,22,29,18,23,15,25,17","4,23,2"
319050,"2,1,9,27,22,28,29","23,3,2"
225360,"2,22,29,18,23","1,3"
390340,"2,1,49,36,22,28,29,23,25",1
470260,"2,22,29,23","25,23"
80330,"2,22,29,41,42","25,23"
511680,"2,22,29,18,23",1
595460,"2,22,29,23","4,23,28"
346560,"2,22,29,13,23,41,42","25,4,23,3"
252450,"2,22,29","23,2"
206370,"2,22,28,29,23,25,43","1,23"
567280,"2,22,29","1,4,23"
529760,"2,22,29,13","1,25"
404590,"2,1,9,38,24,22,28,29,23,44","1,3"
300220,"2,22,28,29","25,4,3"
269650,"2,22,28,29,13,43","1,25,23,3"
340730,"2,22,29","4,23,28"
285440,"2,1,24,22,28,29,23,25,44","1,23"
289760,"2,1,9,24,22,28,29,15,25,41,42,43,44","1,4,23,18,2"
251690,"2,1,49,37,9,39,24,22,29,18,23,15,44","1,23,18"
583760,"2,22,29,25","1,4,23"
230840,"2,22,29,13,18","1,25,4,23"
816090,"2,1,9,38,22,28,23","1,25"
327510,"2,22,28,29,13,23","1,23,3"
633460,"2,1,49,36,22,28,29,23,25","1,23,29,28,2"
265380,"2,22,29,18","1,25,23"
229520,"2,29,25","4,23,2"
640150,"1,20,22,29,13,35,23","25,37,23,3,70"
229580,"2,22,29,18,23","25,23"
278100,"2,22,28,29,13,23,25",1
467950,"2,22,28,29,23,25","1,25,4,23,3"
271550,"2,22,29","4,23,2"
405950,"2,22,29,23","25,4,23"
280520,"2,1,49,36,9,38,27,22,28,29,30,23","1,25,23,3"
343860,"2,22,28,29,23,43","25,23"
512020,"2,1,9,24,22,29,18,23,15,44","1,25,4,23,2"
437570,"2,22,28,29,25",23
460120,"2,22,28,29,23,43","3,2"
223730,"2,22,29,18,15,25","1,25,23"
446770,"2,22,29,25","1,28"
288060,"2,22,28,29,13,43","25,23"
486780,"2,22,15,25","1,4,28,18"
242840,"2,22,28,29,13","1,25,23,3"
262390,"2,22,28,29,30,23,25,17","1,25,23"
253630,"2,22,29,18","23,3,2"
452230,"2,1,49,36,27,22,29,35","25,37,3,2"
321260,"1,22,29,18,8,15","1,23"
576660,"1,49,37,24,22,29,23,44","23,9"
375850,"2,22,29","1,4,23,2"
424830,"2,1,9,24,22,28,29,44","1,23"
340490,"2,22,28,29,23,25,43",23
377330,"2,22,29,18,23","25,37,23"
285820,"2,1,24,27,22,28,29,30,23,15,25,32,17,43,44","1,23,9"
337150,"2,1,9,38,39,24,27,22,29,23,44","23,2"
581100,"2,22,29,18","1,25,23"
311870,"2,22,28,29,13,23,25","1,23,3"
251910,"2,22,28,29,23,25","23,2"
255370,"2,22,28,29,23,25","1,23"
252010,"2,22,29,13,18,23,25","1,23"
250110,"2,1,9,39,24,22,28,29,23,25,41,42,43,44","1,23"
548710,"2,29","1,25,4,23"
455980,"2,22,29,30,23","23,28,2"
336420,"2,1,9,22,29,23,25","1,25,4,37,23,18,2"
320340,"2,22,29,23","25,23,28,2"
339230,"2,22,29,18","1,25"
567640,"2,22,28,29,23,43",25
253840,"2,22,28,29,23,43","1,25,23"
605500,"2,1,9,22,29",25
449440,"2,22,29","1,23,2"
461730,"2,1,49,37,24,22,28,29,23,25,44","1,25,4,23"
355800,"2,1,22,29,23","23,2"
593280,"2,22,28,29,23,43","1,25,23,3"
238890,"2,1,9,38,48,27,22,29","23,28,2"
651660,"2,22,29,23","23,3,28,2"
102200,"2,22,23,15,25","25,23,3"
487530,"2,22,29,18","4,23"
575570,"2,22,29,23,25","1,25,23,28"
600750,"1,49,36,22,29,35,23","25,37,3,2"
307170,"2,22,29","1,4,23"
271820,"2,22,29","25,4,23"
540840,"2,22,28,29,23,41,42,43",25
540640,"2,1,9,24,22,28,29,44","1,25,4,23,3"
252310,"2,22,28,29,25","1,23"
433530,"2,1,9,27,22,29,18","1,23,29"
357310,"2,1,49,36,9,38,22,29,30","23,28,2"
505170,"2,1,22,28,29,23,25,43",1
599460,"2,22,29,23","25,4,23,3,28"
374830,"2,22,29,23,15","23,2"
284790,"2,22,29,23","25,4"
384960,"1,49,36,22,29,30,23","1,23,2"
284710,"2,22,29,23","25,4"
404770,"2,1,49,36,22,29,35","4,37,23,2"
385560,"2,22,28,29,13,23,15,25,43",1
477770,"2,1,49,36,24,22,29,18,23,44","9,28,18"
382140,"2,22,29","25,23,28"
229810,"2,1,9,24,22,29,18,44","1,23"
384630,"2,29,13","25,23"
45450,"2,22,29,18,23,15,25","4,23"
568090,"2,22,29","1,23"
250380,"2,22,28,29",23
601010,"2,22,29,13","25,23,3"
284830,"2,22,29,23","25,4"
556870,"2,22,28,29","1,25,4,23"
487430,"2,22,29","4,23"
511740,"2,22,29,23","1,25"
262120,"2,1,9,22,28,29,23,25","1,4,23,28,2"
441830,"2,22,28,29,23",3
338810,"2,1,49,36,37,9,38,39,24,27,22,29,35,23,15,17,44","37,23,2"
426790,"2,22,28,29,23,43","25,4,23"
444260,"2,22,29,18","25,23"
400630,"2,1,9,39,22,28,29,23,43,44","1,25,23,3"
328500,"2,22,28,29,25",23
633350,"2,22,29,18","4,23"
343440,"2,1,27,22,28,29,23,25","1,4,23,9,28"
314790,"2,22,28,29,23","25,23"
262260,"2,22,29,18","1,23"
243160,"2,22,29","1,25,23"
358090,"2,22,28,29,23,43","25,4,23"
354860,"2,22,28,29,23","25,23,3"
413710,"2,1,29,30,23","1,25,23,3,2"
370090,"2,1,22,29,18,14",18
422810,"2,1,49,36,37,9,38,39,24,27,22,28,29,23,44","1,23,3"
322210,"2,1,49,37,9,39,24,22,28,29,23,44","1,23"
485730,"2,22,29,25","23,2"
382050,"2,1,49,37,9,39,24,22,29,23,44","1,25,23,3"
645090,"2,22,29","4,23"
263860,"2,1,27,22,29,23,25","23,2"
270630,"2,22,28,29","1,4,23"
497100,"2,22,29","1,25,4,23,18"
279800,"2,22,29,23","25,4"
610360,"2,22,29","4,23"
333250,"2,22,29,18","1,25,4,23,3"
319480,"2,22,29,18","1,23"
442780,"2,22,29,18,25","1,23"
329860,"2,22,28,29,23,25,43","1,4,23,28"
330390,"2,22,29,18,23","25,3"
717640,"2,22,18","4,23,28"
416680,"2,22,29,30,23,17","1,23,2"
402020,"2,22,28,29,43",25
374900,"2,22,28,29",25
402430,"2,1,27,22,29,30","23,28,18,2"
415420,"2,22,29,25","1,4"
227020,"2,1,22,29,23","28,2"
219190,"2,1,24,22,28,29,23,25,43,44","1,23"
226100,"2,1,9,24,22,28,29,23,25,43,44","1,4,23,2"
720280,"2,22,29,23","25,4,23,3"
259600,"2,22,29","25,23"
365070,"2,22,29,18","25,4,37,23,28"
514900,"2,22,29,18,23","25,23"
397940,"2,29","25,4,23,28"
235820,"2,22,29,18,25","1,23"
246960,"2,22,28,29,23,41,42,43","1,23"
230860,"2,1,22,28,29,23,25,43","1,25,23,2"
211340,"2,22,29,18","25,23,3"
447890,"2,22,29,23,25","1,4,23"
392820,"2,22,29,23","25,23"
576310,"2,22,29","25,4,23,28"
284870,"2,22,29,23","25,4"
360730,"2,1,27,22,29,35,25","37,23,29,2"
9940,"2,22,29,18,23","1,25"
703700,"2,22,29,23","25,23,28"
427980,"2,22,29,23","25,23"
491030,"2,22,29,18","1,25,23"
285740,"2,22,29,23","4,23,28"
252170,"2,29","1,2"
567580,"2,22,28,29,23,15","1,4,23"
377900,"2,22,29,30,15,25","4,23,28,2"
352550,"2,22,29,23","28,2"
438080,"2,1,24,27,22,28,29,23,15,25,44","1,4,23"
433910,"2,22,28,29,23,15,25","1,23"
628490,"2,22,29","1,25,4,23"
284750,"2,22,29,23","25,4"
384110,"2,22,28,29,23","1,25,23,3"
253190,"2,1,9,22,29,17","23,28,2"
571310,"2,22,28,29,23,43","1,25,23"
293860,"2,1,9,38,27,22,28,29,23","25,4,23"
574030,"2,22,29,23","4,23,18"
209520,"2,22,28,29,23,15,25","4,23,9"
469890,"2,22,29,23",4
345660,"2,1,24,22,29,18,23,44","9,28,18"
284390,"2,22,29,13","25,23"
360850,"2,22,28,29,23,15,25","4,23"
540610,"2,22,29,23,25",4
554640,"2,29","25,37,23,3"
522090,"2,22,29,35","4,2"
327410,"2,22,29,18,23","25,23,3"
323720,"2,22,29,23","25,23"
639780,"2,22,29,18,23","1,4,23"
619730,"2,22,29","4,23,9,2"
397700,"2,22,28,29","1,25,23"
321920,"2,22,28,29,23","1,25,23"
281220,"2,22,28,29,23,25,43",1
342970,"2,22,29,25","4,23,28,2"
356420,"2,1,27,22,29,23,15,25","23,2"
328600,"2,1,22,28,29,25",2
343280,"2,22,28,29,23,25,43","1,23,3,28,2"
382080,"2,22,29,18,23","1,25,4,23"
608830,"2,22,29","25,4,23,28"
583470,"2,22,28,29,30,23,43","1,25,23"
569610,"2,22,28,29","1,25,4,23"
284810,"2,22,29,23","25,4"
415840,"2,22,29,23","25,4"
324740,"2,22,29,18,23","1,25,23"
521630,"2,22,29,25","1,4,23"
558420,"2,22,23","25,23"
551170,"1,20,22,29,35","25,3,2"
290890,"2,22,23","1,4,23,3,2"
326670,"2,22,29,15","3,2"
219200,"2,1,24,22,28,29,23,25,44","1,23"
270050,"2,22,28,29,23,15,25,43","25,23,3"
408110,"2,22,29","1,25,23,2"
603220,"2,22,28,29,23","1,25,4,23"
364050,"2,22,28,29,23","1,25,23"
369070,"2,22,28,29,25,43","1,23"
228360,"2,22,28,29,23,43,44",25
359900,"2,1,9,22,28,29,23,15,25,43","1,25,23,3"
252130,"2,22,29","25,4,23"
328680,"2,29,25","4,23"
353700,"2,1,9,39,24,22,28,29,23,43,44","1,25,23"
569210,"2,22,29","71,72,25"
42140,"2,1,24,22,29,18,23,25,44","25,4,23"
571260,"2,1,49,36,37,24,22,28,29,23,15,25,44",1
635200,"2,1,9,38,22,29,23","25,23,2"
658320,"36,22,29,35","37,23,2"
324060,"2,22,29,18","25,23"
334420,"2,22,29,23,25","25,23,3,2"
411960,"2,22,28,29,23,25","1,25,23"
346180,"2,22,29,18,25","1,23"
457960,"2,22,23,15,25","1,23,28,18"
348360,"2,22,28,29,23,25,43","4,23,28"
248470,"2,22,28,29,31,23","1,25,23"
374670,"2,1,22,29,35","1,37,23,70"
857440,"2,22,29","71,72,4,23"
228440,"2,1,27,22,29,23,15,25,17","23,2"
635320,"2,22,28,29,43","25,23"
280040,"2,22,28,29","1,23,3"
581130,"1,49,36,22,29,35","25,3,28,2"
240970,"2,1,22,28,29,30,23,25,17","1,23,3"
586960,"2,22,28,29","1,25,4,23"
489140,"2,22,28,29","1,25,23"
499660,"2,1,49,36,9,38,22,29,23,17","1,23,28,2"
227560,"2,1,9,27,22,28,29,23,25,43","1,23"
380220,"2,1,9,22,29,31,40,23,15,25","1,25,23"
305640,"2,22,29,23","23,3,2"
575720,"2,1,20,27,22,29,35","1,25,37,29,3,2"
281750,"2,22,28,29,23","25,4,23"
314810,"2,22,29,18","25,23"
520530,"1,20,49,36,9,38,22,29,15","1,23,29,70"
277870,"2,22,28,29,15,25","1,25,23,3"
372490,"2,22,28,29,25","1,25,23,9,18,2"
263560,"2,22,29","25,23,3"
407810,"2,22,28,29,43","1,25"
338320,"2,22,29,23","25,23,3"
264280,"2,22,29,18,25","1,23"
291170,"2,22,29","4,23,2"
575510,"2,22,29,18","25,4,23"
318530,"2,22,28,29,15","1,25,23"
386590,"2,22,29,15,25","25,23,3,28,70"
331870,"2,22,28,29,23","25,23"
234270,"2,22,28,29,23,43","25,4,23"
220900,"2,22,29,25","1,4,23,2"
356200,"2,22,29,18,23,25","1,4,23"
411480,"1,49,36,9,38,22,28,29,35,23,25","1,37,23"
364910,"2,22,29","72,73,74,1"
293940,"2,1,27,22,29,23,25","1,23,28,2"
310890,"2,22,28,29,15,25","1,23,3,2"
231310,"2,9,27,22,29,18","25,23"
267060,"2,22,29","4,23"
258910,"2,22,29,18,23",3
480480,"2,22,29","1,23"
525300,"2,22,29,18","1,23"
460960,"2,22,29","25,23,3"
427820,"2,22,28,29,23",2
209950,"2,29","4,23,2"
387840,"2,22,29,18,15,25","25,4,23"
359580,"2,22,28,29,43","1,25,23"
314070,"2,1,49,37,9,39,24,22,28,29,23,15,25,44","23,28,18"
704040,"2,22,29,35","4,37,23,28,2"
391310,"2,1,9,39,24,22,29,18,25,44","1,25,4,23,28"
546380,"2,1,9,39,24,22,28,29,23,15,25,44","1,25,4,23"
337340,"2,22,29,23","25,23,3"
275180,"2,22,28,29,23,43","25,4,3"
607700,"2,22,29","1,25,23,3"
261490,"2,22,28,29,13,15,43","1,23"
350740,"2,1,9,39,24,22,28,29,23,15,25,43,44","1,23"
528740,"1,20,49,36,27,22,29,35","37,29,28,2"
562730,"2,22,29,18,15,25","1,4,23,2"
439910,"2,1,27,22,28,29,23,25","1,4,23"
355520,"2,22,29,18","25,23,3"
543360,"2,22,29,18","1,25,4,23,28"
323380,"2,22,29,18,23","1,25,23,28,2"
269110,"2,1,24,22,28,29,23,41,42,43,44","25,4,23,3"
359960,"2,1,20,9,24,27,22,28,29,44","1,23,29"
465650,"2,22,29,30","23,28,18,2"
588040,"2,22,28,29,23","25,4,23"
251430,"2,22,29","25,23"
287200,"2,22,29,15,25","4,23,28,2"
587810,"2,22,29","4,23"
603360,"2,22,29","4,23"
257990,"2,22,28,29,23,25","4,23"
284730,"2,22,29,23","25,4"
371520,"2,22,29","23,28,2"
333120,"2,22,29,23","4,23"
401680,"2,1,49,36,9,38,27,22,28,29,23","1,23"
282880,"2,1,24,22,28,29,13,25,44","4,23,2,70"
415030,"2,22,29","1,23,3"
209060,"2,22,28,29,30,25,17","1,23"
427780,"2,22,28,29,23,25","25,4,23,2"
344190,"2,1,9,22,29,35","37,23,3,2"
284990,"2,22,29,18","1,23"
279940,"2,22,28,29,23,43",25
616360,"2,1,49,36,22,29,15,25",1
313080,"2,22,29,30,23","1,23,2"
407560,"2,22,29,13,15","1,23,3"
497180,"2,22,29,30,23","9,28"
282590,"2,1,9,27,22,29,30,23","23,2"
471330,"2,1,49,36,9,38,39,24,27,22,28,29,23,25,44","1,23"
281940,"2,22,28,29,23","1,25,23"
649900,"2,1,49,36,27,35","1,37,2,70"
382890,"2,22,29,18,23",3
275510,"2,22,28,29,25",2
417430,"2,1,49,36,24,22,28,29,44",9
324160,"2,22,29,23","25,4"
253290,"2,1,22,29,18,15,25","1,23"
242780,"2,22,29,13,23","25,23"
227060,"2,22,29,13,23","23,3,28,2"
618080,"2,1,49,36,9,38,27,22,35","37,23,2"
95000,"2,22,28,29,23,25","1,4,23"
585690,"2,22,28,29","1,25,4,23"
776490,"2,22,18,23","1,25,23,3"
348710,"2,1,22,28,29,23,25,43",1
342300,"2,1,27,22,29,30,18","1,23"
501320,"2,22,29","23,28"
628860,"2,22,29","25,4,23,2"
638680,"2,22,29,35","25,4,23,2"
336280,"2,22,29,18","23,3"
390520,"2,1,24,22,28,29,13,23,15,25,44","1,25,23"
438480,"2,22,29,23","1,25,4,2"
242530,"2,1,9,24,22,29,13,18,23,25,44",1
493200,"2,22,28,23",25
296570,"2,22,29,30,23,15,25",3
495280,"2,22,28,29,23",3
772070,"2,22,29,23,25","4,37,23,28,2"
434260,"2,22,29,25","4,28"
268220,"2,1,9,24,27,22,28,29,31,23,25,44","1,23"
465240,"2,1,49,36,9,38,40","1,23"
591370,"2,22,29,30,23","23,28,2"
236130,"2,22,29","23,2"
388490,"2,1,49,36,27,22,15","25,37"
549810,"2,22,29,18",23
633370,"2,22,29","25,23,9"
280320,"2,22,29,23","4,23,3"
409600,"2,22,29","25,4"
371460,"2,22,29,23","4,2"
282100,"2,22,29,23","1,25,4,23,3"
744190,"2,22,29,23","25,23"
623550,"2,22,29,25","4,23"
589420,"2,22,28,29,25,14","1,4,23,28"
260130,"2,22,28,29,23,25","25,3,2"
80340,"2,22,29,41,42","25,23"
346810,"2,22,29","23,28,2"
33680,"2,22,29,18,25",23
281200,"2,22,28,29,23,43",25
271670,"2,22,29,18,23,25","1,23"
415830,"2,22,29,23","4,2"
539720,"2,22,28,29,23,25","4,23,9"
508530,"2,22,28,29,15","1,23,18"
335000,"2,22,29,23","25,4,23"
552700,"2,22,28,29",3
402170,"2,1,9,24,27,22,29,15,25,17,44","4,23"
302790,"2,22,29,18","1,23"
718670,"2,22,29,30,23,42","23,3,28"
577760,"2,29","23,3"
247140,"2,22,28,29,15,25,17,43,44","4,23"
501590,"2,1,9,38,22,28,29,23,15,25,43","1,25"
257970,"2,22,29,18,23","23,3"
311720,"2,22,28,29,23","23,3,2"
284890,"2,22,29,23","25,4"
513440,"1,20,49,36,27,22,29,35,25","37,23,29,2"
383790,"1,49,36,47,29,18","1,23"
539640,"2,1,20,49,36,27,22,29,18","37,29,9"
576050,"2,22,28,29","1,25,4,23"
351990,"2,1,22,28,29,23","4,23,9"
317710,"2,22,28,29,15,25","1,23"
425210,"2,22,28,29,30,17","1,25"
545580,"2,22,29","1,4,23"
222640,"2,22,29,23","25,2"
504050,"2,22,29,30,23","1,25,23,28"
493280,"2,29,30","1,23,70"
344770,"2,22,29",23
217100,"2,22,28,29,23","1,25,23"
269890,"2,22,29","25,23"
347160,"2,1,9,39,24,22,28,29,23,25,44","1,23"
262960,"2,22,29,18","1,25,23,3"
307050,"2,22,28,29,23","25,4,23"
326160,"2,1,20,9,27,22,29","37,29,3"
375520,"2,22,28,29,23","1,25,23"
431180,"2,1,9,22,29,18","23,3,28"
496810,"2,1,49,36,9,38,22,28,29,23",1
305380,"2,1,24,22,29,18,23,25,44",1
567140,"2,22,29",4
409380,"2,22,29,23","4,28"
261700,"2,22,29,18,23","1,23"
525920,"2,1,49,36,22,29,30,35,23","28,18"
299250,"2,22,29",28
619890,"2,22,28,29,25",1
526290,"2,1,49,36,37,24,22,29,35,18,23,44","1,23"
264540,"2,22,28,29,25","1,23"
396030,"2,22,28,31","37,23,9,2"
602940,"2,22,29,18","25,4,23,3"
374030,"2,22,28,29,13,23,43","25,4,23"
557790,"2,22,29,18","25,23"
402330,"2,22,28,29,15,25","1,23"
322290,"2,22,28,29,23","1,25,3"
370910,"2,22,29,23","25,23"
269270,"2,22,29,18,25,17","1,23"
222660,"2,22,28,29,23,25","1,23"
612250,"2,1,49,36,22,29,15","1,23,28,70"
332480,"2,22,28,29",1
473140,"2,22,29,18,25","1,4,23"
515180,"2,1,9,38,22,28,29",28
80350,"2,22,29,41,42","25,23"
626010,"2,22,29,35","37,28"
346780,"2,22,29,15,25","1,4,23,2"
342620,"2,1,9,39,24,22,28,29,23,44","1,4,23"
260250,"2,22,28,29,25,43","1,23"
532030,"2,22,29,13,14","1,25,4,23,28"
599100,"2,22,28,29","25,23"
411120,"2,1,27,22,29,15,25",2
408760,"2,1,22,29,30,35,23","28,18"
595480,"2,22,29,18","1,25,4,23"
269310,"2,22,29,23","1,25,23,3,28,2"
694130,"2,1,9,38,29,35","4,37,28"
444930,"2,1,49,36,37,24,27,22,28,29,23,25,44","1,4,37,23,28,18,70"
262470,"2,22,28,29,23,25,43","1,25,4,23,3"
508170,"2,1,49,36,37,24,27,22,28,29,23,25,44","1,4,23"
522230,"2,1,49,36,9,38,27,22,29,35","4,37,23,28,18"
597110,"2,22,29","4,23"
339160,"2,22,29,13,23","4,23"
366910,"2,22,28,29,23,43","23,3,28,2"
562360,"2,22,28,29,23","1,4,23"
628840,"2,22,29","1,23"
604160,"2,22,29","1,25"
735850,"2,22,29,35","4,37,23,28"
566670,"2,22,29,18,23","73,74,1,25,23"
326950,"2,22,29,23","25,23,3"
621880,"1,20,22,29,35","1,37,29,3"
489460,"2,22,29,30,23","1,25,23,28,2,70"
461620,"2,22,29,23","23,28,2"
313650,"2,22,29,23",4
576010,"2,22,29","4,23"
538680,"2,22,29,18,23,25",3
574580,"2,22,29",3
210550,"2,22,29,23,15,25",4
463270,"2,22,28,29,23,43","1,25,23"
345120,"2,22,28,29,23,15","1,25,23"
245050,"2,1,9,22,29,17","3,2"
357300,"2,22,29,18,23",23
343930,"2,22,29","25,4,23,2"
247370,"2,22,29,18,23,25","1,23"
551110,"2,22,29,23","4,23"
423810,"2,1,49,36,37,24,27,22,28,29,23,15,25,43,44","1,4,23"
380150,"2,22,29,13",25
546050,"2,1,49,36,37,24,22,28,29,23,25,41,42,43,44","1,4"
399000,"2,22,28,29,23","1,23"
799240,"2,1,9,38,22,29,35","4,37,28"
258090,"2,22,29,23,15,25","25,23,3"
432100,"2,22,29,18,23","25,4,23"
384740,"2,22,29,31,18","25,23"
454460,"2,22,29","4,23,28"
266490,"2,22,28,29,15,25","25,23,3"
497850,"2,1,49,36,37,9,38,22,29,30,23,25,17,44","23,28,2"
320540,"2,1,49,36,37,24,22,28,29,23,15,25,43,44","1,4,23,9"
586970,"2,22,28,29,23","1,4,23"
248190,"2,22,29,23","25,23"
514540,"2,22,29,23","25,23,3"
320150,"2,22,29,18,23","1,25,23"
260160,"2,22,29,13,18,23","1,25,23"
303790,"2,22,28,29,23",3
80360,"2,22,29","25,23"
231720,"2,22,29,23,15,25","4,23"
497400,"2,22,29,23","25,23"
302310,"2,22,29,15","25,4,23,3,2"
356050,"2,22,28,29,23,15,43","25,23"
469830,"2,1,49,36,9,38,22,28,29,35","37,2"
460700,"2,22,28,29,23,43",25
444520,"2,22,29,18","1,25,23,18"
575890,"2,22,29","4,2"
212700,"2,1,9,24,22,28,29,23,25,44","1,25,23"
234290,"2,28,29","1,25,23"
291130,"2,22,28,29","1,25,4,23"
226560,"2,22,28,29,43",25
359230,"2,22,29,23","23,28,2"
258220,"2,1,24,22,28,29,43,44","1,3"
322850,"2,1,22,29,23","28,18"
455000,"2,22,29","25,4,23,3"
363330,"2,22,29,23","25,4"
279440,"2,22,29,13,23","25,23,3"
301540,"2,18","1,4,23"
613730,"2,1,22,29,18","1,25,4,28"
414080,"2,22,29,23","25,23,28,2,70"
348730,"2,22,29,25","1,25,23,2"
566160,"2,22,29","4,23"
431750,"2,22,29","4,23,2"
616030,"2,22,29","1,4,23,3"
311250,"2,22,28,29,31,23","1,25,23"
251850,"2,22,29,18,23","1,25,23"
392580,"2,1,9,22,29","1,23,3,2"
446790,"2,22,28,29,23","1,25,23,3"
285800,"2,22,28,29,23,25,41,42,43","25,4,23,3,2"
369000,"2,22,29,15","1,25,4,23,2"
613010,"2,22,29","25,23"
401710,"2,22,28,29,23,25,43","1,25,23"
355980,"2,22,30,23,17","23,2"
388420,"2,22,28,29,23,43",23
535520,"2,1,49,36,37,24,28,43,44","1,4,23"
612510,"2,22,29,15","4,23,2"
350010,"2,22,29,23","25,4"
403120,"2,1,24,22,29,44","25,4,28"
308060,"2,22,28,29,23","1,25,23"
631510,"2,22,28,29,43",1
504310,"2,22,29,30,35,23,25","4,23,28"
599750,"2,22,29","23,28,2"
389040,"1,20,22,29,23","1,23,29,3,70"
292500,"2,22,28,29,43","1,25,23"
339860,"2,1,20,22,29,30,23,17","25,23,29,3,2"
544610,"2,1,49,36,9,38,22,29,18,23",2
336040,"2,1,49,36,37,9,38,27,22,29,35,44","1,37,23,3,2"
490820,"2,1,24,22,28,29,23,15,25,44","1,4,23"
452510,"2,1,49,36,37,24,22,28,29,23,25,44",1
838310,"2,22,29,18,23",1
559210,"2,22,29,23","25,23,3"
428510,"2,22,29,23,25",4
551730,"2,1,9,38,22,29,18,23",1
283660,"2,22,29,18,23,25","1,4,23"
278620,"2,22,28,29","1,25,23,3"
595140,"2,22,28,29,13,23,43","1,23"
423550,"2,22,29","4,23,2"
263200,"2,1,49,36,9,38,22,29,23","1,25,4,23,3,70"
340000,"2,22,28,13,23,43",1
276890,"2,22,29,23","1,25,3"
341780,"2,22,28,29","23,3"
474830,"2,22,28,29,30,23,15,17","23,2"
557830,"2,22,29","1,23"
581600,"2,22,29,25","1,25,23"
675630,"2,22,25","4,37,23"
597990,"2,1,9,39,24,22,29,18,25,44","1,25,4,23"
427930,"2,22,29,13","25,23,3"
319970,"2,22,28,29,13,23,15","25,23"
533690,"2,22,29,18","4,37,23,2"
588690,"2,22,28,29,23,25","4,23,28"
656610,"2,1,9,38,27,22","1,23"
340320,"2,22,29,23","25,23,3"
512300,"2,1,49,37,24,22,28,29,23,44","1,25,23"
320820,"2,22,28,29,23,43","25,23"
449960,"2,22,28,29,13,23,15,25,43","1,25,4,23,3"
294370,"2,22,28,29,23","23,3,2"
418950,"2,22,29,18,23","25,23"
251710,"2,22,29,25","25,23,3,2"
294140,"2,22,28,29,23","1,25,23"
294000,"2,1,24,22,29,18,23,25,44","1,23"
397270,"2,22,29,23",25
461010,"2,1,24,27,22,28,29,23,25,44","1,4,23,9"
555880,"2,1,49,36,9,38,23","1,23,3,2"
817510,"2,22,28,29,13,23","1,23"
466860,"2,29,23,15,25,14","23,3,28,2"
324260,"2,1,49,36,27,22,29,30,23","1,23,3,28,2"
407000,"2,22,29","1,25,3"
355410,"2,22,29,18","1,4,23"
620590,"2,1,49,36,9,38,22,28,29,23,43",2
550580,"2,22,29,18,23","4,23"
453100,"2,1,27,22,29,23,15,25","1,4,23"
448000,"2,22,28,29,23","1,23,28"
440730,"2,1,9,22,28,29,15,25","1,25,23,28"
609150,"2,22,28,29,23","1,3"
386480,"2,22,29,18,23,41,42","25,4,23,28,2"
523150,"2,22,29","4,23"
434050,"2,1,49,36,9,38,22,29,30,18","1,25"
619340,"2,22,29,13,18,23,14","25,4,23,70"
535480,"2,1,9,39,22,28,29,23,41,42,43,44","1,25,23"
574850,"2,22,29",23
581710,"2,29","4,23"
319320,"2,22,29,23","25,4"
598700,"2,22,28,29,23","1,25,23,3"
467120,"2,22,29,18,23,17","4,23"
358750,"2,22,29","71,72,23,3,28,2"
297920,"2,22,29,30,23,17","28,2"
415480,"2,22,28,29","3,2"
600310,"2,22,29,23","1,23"
373970,"2,22,29,23,25","4,23"
266330,"2,22,28,29,23,15,25,43","1,23"
262000,"2,22,29,13,23,15",25
214570,"2,29",1
248330,"2,1,49,36,27,22,29,18,25","1,23,9"
546200,"2,22,29,23","4,2"
340830,"2,22,29,23,25","1,23,3"
484900,"2,22,29,23","23,28,2"
328730,"2,22,29,23,25","4,23"
552110,"2,1,20,49,36,22,29,35,15","25,4,37,23,29,3,2"
298480,"2,22,29,23,15","1,28,2"
263420,"2,1,9,27,22,29,18,25","1,4,23,18"
377860,"2,1,24,22,28,29,23,25,43,44",1
263820,"2,22,29,18","1,25,23,3"
263400,"2,22,29,23,15,25","25,23,2"
610750,"2,22,29","25,4,23"
223330,"2,22,29,23",3
463930,"2,22,29,23","4,23,28,2"
352220,"2,22,29,25","3,2"
433210,"2,1,22,29,23","23,3,2"
525460,"2,22,29","25,23,70"
407300,"2,22,29,13",23
230650,"2,22,29,23","23,28,18,2"
