id,category,genre
301300,"2,1,9,24,27,22,28,29,23,15,25,44","1,4,23"
366640,"2,22,28,29,23,43","1,25,23,3"
448850,"2,1,49,36,22,28,13,23,25,43",1
365900,"2,22,29,18,15","25,4,23,3"
466130,"2,22,29,35,18,23","1,25,23"
284200,"2,1,24,22,28,29,23,25,17,44","4,23"
231020,"2,22,29,18","23,28"
461940,"2,22,29","1,3"
364300,"2,22,29,23","23,28,2"
468920,"2,1,49,36,22,29,18,23,25,17","4,28,18"
490880,"2,1,9,39,24,22,28,29,23,25,44","1,23"
464360,"2,22,28,29,13,30,23","1,25,23,28"
448570,"2,22,18,23","25,37,23,3,70"
307940,"2,22,28,23","1,25,23"
416630,"2,22,29","4,23,28"
485690,"2,22,29","25,4,23"
324750,"2,22,28","25,4,9"
264260,"2,22,29,18,23,15,25","73,1,23,2"
386990,"2,22,29","23,28"
388960,"2,22,29,23,25","25,23,3"
549240,"2,22,29","4,23,28"
667600,"2,1,9,39,24,22,28,29,23,25,43,44","1,23"
436290,"2,22,28,29,23,43","23,3,2"
531510,"2,1,49,36,37,9,38,39,24,22,28,29,23,41,42,43,44","1,23"
314570,"2,22,28,29","1,25,23"
516010,"2,22,29,23,25","4,23,2"
315080,"2,1,9,38,22,29,23","23,2"
280460,"2,1,24,22,28,29,18,15,44","1,23"
310110,"1,22,30,23,15,17","1,23,3"
352620,"2,1,24,22,28,29,44","1,23"
598820,"2,22,29,35","37,28,2"
408250,"2,1,49,36,9,38,22,29,18,23","1,28"
375290,"2,22,28,29,23,17","1,23"
585900,"2,22,28,29,23,43","25,4,3,28"
517360,"2,22,29,23","25,4"
475490,"2,22,29,18","25,23,3,28"
261680,"2,22,28,29,18,23","25,23"
568320,"2,22,28,29,30,23,25,17,42","4,23,2"
348340,"2,22,29,23","4,23"
600370,"2,22,29,14","25,23"
522210,"2,22,28,29,23,25,43","1,23"
448320,"2,1,9,38,39,24,22,28,29,23,25,44","1,25,23"
487000,"2,1,9,38,39,24,27,22,28,29,23,15,25,43,44","1,25,23,3"
629690,"2,22,28,29,13,23,15,43","1,25,23,3"
397390,"2,1,9,27,22,29,23,32","23,2"
629770,"2,22","25,4,23"
259410,"2,22,29","25,4,23,3,2"
363980,"2,22,29,23","23,28"
357650,"2,1,49,36,9,38,27,29","1,25,4,23,28"
582330,"2,1,49,37,24,22,28,29,23,25,44","4,23,3,2,70"
341020,"2,22,28,29,15","1,25,23,3"
366040,"2,22,28,29,23","1,25,23"
307620,"2,1,9,24,22,28,29,23,43,44","1,23"
269990,2,"25,23"
304910,"2,1,9,27,22,18,23,25","1,23,28"
591630,"2,22,28,29,13,23,25,43","1,25,23,3"
316660,"2,22,29,23,15,25","1,4,23,2"
638070,"2,1,49,36,47,22,29,18,15,25","1,23,28,2"
401840,"2,1,24,22,28,29,15,25,44","1,23"
428180,"2,1,20,27,22,29,23","23,29,3"
434290,"2,1,27,22,29,23,15,25",23
277700,"2,22,28,29,23,15,25",23
313590,"2,22,28,29,13,23","1,25,23"
433600,"2,22,29,31,30,23","1,25,23"
420850,"2,22,28,29,23","1,23"
266250,"2,1,24,22,28,29,23,25,44","1,23"
542400,"2,22,29,23,25","1,23"
335660,"2,22,29,23","25,4,23"
395140,"2,22,29,18,23,25","1,23"
263520,"2,29,23","25,4,23"
286660,"2,22,29,18,25","1,23"
360590,"2,1,9,27,22,29","1,25,4,23,29,3,28,2"
395860,"2,22,29,23","25,4,23"
431740,"2,22,29","1,25,23"
415740,"2,1,24,22,18,44","1,25,4,23,9,28"
554600,"2,22,29,23","25,23,3,2"
452420,"2,1,49,36,37,24,22,28,29,23,43,44",1
386140,"2,22,28,29,23","1,25,23,3"
381100,"2,22,29",25
431230,"2,22,29,23,25","25,23,2"
457480,"2,22,29","4,23,28,2"
407290,"2,22,28,29",23
342350,"2,22,29,23","1,25,23"
366970,"2,22,28,29,23,25","1,23"
573130,"2,22,28,29","25,23"
395350,"2,22,29","25,23,2"
416290,"2,22,28,29","1,23"
342090,"2,22,29,23","25,23,3"
704550,"2,22,29","1,25,4,23"
787400,"2,1,49,36,22,29,23","1,25,4,23,3"
390030,"2,22,28,29,23","1,23"
297740,"2,1,27,22,28,29,25,43","1,23"
409730,"2,22,28,29,30,23,25,17","1,23,2"
349950,"2,22,29,18","1,23"
384000,"2,22,28,29","1,25,23"
252970,"2,22,28,29,23,15,25","1,23,2"
585950,"2,22,29,23","4,23"
464150,"2,22,29,23","23,3,28,2"
436530,"2,1,49,36,37,24,22,28,29,23,44","1,23"
334840,"2,1,24,22,28,29,44","1,23"
300280,"2,22,29,30,23,17","25,23"
336110,"2,22,29,23,15","1,23"
375770,"2,22,29",25
803220,"1,49,36,27,22,29,35","1,37,2"
577690,"2,22,28,29,25,43","1,25,23"
392000,"2,22,29,35,18","1,9"
342740,"1,24,22,29,18,15,44","1,4,23"
450860,"2,22,29,23","1,25,4,23,70"
336250,"2,22,28,29,25,43","1,9,18"
457680,"2,22,29,18,25","25,23"
774811,"2,22,28,29","1,25,23"
495990,"2,22,29,18,23","25,4,23"
401360,"2,22,28,29,23,43","1,25,23"
575050,"2,1,49,37,9,39,22,28,29,23,25,43,44","1,25,23"
364390,"2,22,29","25,23"
626510,"2,22,29","25,4,28"
359140,"2,22,28,29,15","1,25,23,2"
332330,"2,1,24,22,28,29,23,25,41,42,43,44",1
484830,"2,22,28,29,23,25","1,25,4,23"
487030,"2,1,49,36,24,27,22,29,23,44","25,23,2"
269430,"2,22,28,29,18",9
302950,"2,22,29,18,23","25,4,23"
568200,"2,22,29","4,23"
441050,"2,22,29","4,23,3"
638850,"2,22,29,23","1,25,23,28,70"
359560,"2,22,29","25,23"
546490,"2,22,29,23","4,28"
528720,"2,22,28,29,23,25,43","1,25,23"
614630,"2,22,29,23","25,4,23,28"
598940,"2,22,29,23","4,23,28"
459130,"2,22,29,23","4,23,28"
537990,"2,29,18,23","25,23,3"
356790,"2,1,49,37,9,39,24,22,28,29,23,25,44","1,23"
348300,"2,22,29,23",23
387010,"2,22,29,23,15","1,25,3"
643880,"2,1,9,39,24,22,28,29,23,25,44","1,25,4,23"
509960,"2,1,49,37,9,39,22,28,29,44","1,4,23"
526490,"2,22,29,23","25,4,23"
552620,"2,22,28,29,30,23,43",3
454250,"2,22,29,23","25,23"
532190,"2,1,49,37,9,39,24,22,28,29,25,41,42,43,44","23,18"
486690,"2,22,29,23,15","25,23,3,2,70"
387850,"2,22,29",25
393920,"2,22,29,15,25","23,28"
346040,"2,22,29","1,25,23"
388440,"2,1,9,27,22,29,13,18,23,15,25,17","23,3,2"
685420,"1,49,36,22,29,35,23,15,25","37,23,2,70"
461230,"2,22,29,18,23,17","1,23"
420360,"2,22,28,29,25,43","25,23"
566530,"1,49,37,9,39,24,22,28,29,44","1,4,23"
460190,"2,22,28,29,23,15,25,43","1,4,23"
436220,"2,22,29,31","1,23"
325120,"2,22,29,18,23","25,4,23"
359060,"2,22,29,18,23,25","1,23,9"
326720,"2,22,28,29,15,25","1,23"
418910,"2,22,29,23","23,3,28,2,70"
551520,"2,22,29,23","4,23,28"
390730,"2,22,28,29,23,15,25","1,23"
379530,"2,22,28,29,23","23,28,2"
335690,"2,22,29,23","25,4,23,28"
711750,"2,1,49,36,22,28,29,23,25,17","9,28,18"
339590,"2,22,28,29","1,25,4,23"
497700,"2,22,28,29,25","4,23,28,18"
530560,"2,1,9,22,15","1,23,29,3,28,70"
494670,"2,22,29","4,28,2"
377970,"2,22,29,23","25,23"
402880,"2,22,28,29","1,25,23,3"
599060,"36,22,35","37,29,3"
341030,"2,1,24,22,29,44","23,28,2"
287600,"2,22,28,29","25,4,23,28"
378080,"2,22,28,29,23,15","1,25,23,3"
405290,"2,1,49,36,37,9,38,39,24,27,22,28,29,23,15,25,43,44","1,25,23,3"
272620,"2,1,49,36,37,9,38,39,24,27,22,28,29,30,23,17,44","73,74,1,23"
325150,"2,22,28,29,30","1,23"
626610,"2,1,49,36,37,24,22,28,29,23,25,44","9,28"
844930,"2,22,29,23","25,4,23,3"
314210,"2,22,29,18","25,23"
262920,"2,1,24,22,29,18,25,44","1,23"
505630,"2,22,29,18,23,25","1,23"
333330,"2,1,49,37,9,39,24,22,29,44","1,23,3"
385250,"2,22,28,29,30,23,17",4
504000,"2,22,29,23","25,4"
323450,"2,22,29,23","1,25,3"
293600,"2,1,24,22,28,29,23,44","1,23"
280540,"2,22,29,23,15","4,23,28,2"
279520,"2,22,28,29,30,15,25,17","1,4,23,9,28"
842150,"2,22,29,35,15","4,37,23,28"
345750,"2,22,29,15,25","28,2"
460150,"2,22,29","4,23,28"
644100,"2,1,49,36,9,38,27,22,29","1,25,23,29,28"
492170,"2,22,29,25","1,25,4,23,2"
285980,"2,22,28,29,25","1,23"
437870,"2,22,29","23,28,2"
618720,"2,22,29","25,4,23"
518730,"2,22,29,23","1,23"
303830,"2,1,22,28,29,23,25,43",9
587100,"2,22,29,18,23","1,3"
314200,"2,22,29,18,23","25,23"
527420,"2,22,29,23","25,4"
334850,"2,22,29","4,23,3,28"
287840,"2,22,28,29,23,25","1,25,23"
461710,"2,22,29,18,44","25,23,3"
434680,"2,22,29","4,23"
363240,"2,1,24,22,29,18,23,15,25,44","25,23,2"
352070,"2,22,29","25,23,2"
356910,"2,1,49,36,37,24,22,29,18,23,25,44",1
447990,"2,22,28,29,23,25","25,23"
336130,"2,22,29","25,23,3"
409340,"2,1,9,22,29","1,23,70"
349760,"2,22,29","1,25,4,23,3,28"
460430,"2,22,29,13,23","25,23,3"
429060,"2,22,29","4,23,2"
569970,"2,22,28,29,13,23","25,23,3"
465200,"2,1,9,39,24,22,28,29,30,23,25,43,44","1,25,23,3"
334710,"2,22,28,29,23",23
352900,"2,1,24,22,28,29,43,44","1,23,9"
456430,"2,22,29","4,23"
664090,"2,1,49,36,9,38,22,29,23,15,25","73,74,1,25,23,70"
568750,"2,22,29,23","25,4,23,3,28,2"
340030,"2,22,29,23","23,3"
481110,"2,22,28,29,23,43","25,23"
483960,"2,22,29,23","71,72,25,4"
454070,"2,1,20,36,47,9,38,48,22,29,25","23,29,3"
312980,"2,22,29","28,2"
329240,"2,22,28,29,23,25","1,23,3"
351450,"2,22,29,13,18,23","1,4,23"
400580,"2,22,28,29,23","23,3,28,2"
305490,"2,22,29,18,23","25,4,23,28"
440790,"2,22,29","25,4,23"
259640,"2,22,29,18","1,25,23"
444770,"2,22,28,29","25,23"
336710,"2,22,29,13,23","25,23"
517370,"2,22,29","23,3,28,2"
342650,"2,22,28,29,30,23,25,17,43","1,4,23,9,28"
415850,"2,22,28,29,23","25,4,23"
370300,"2,22,29,18,44","25,23,3"
284140,"2,22,28,29,23","1,25,23,3"
585840,"2,22,29,18","25,23"
385360,"2,22,29,13,23,25","23,2"
439550,"2,22,28,29,31,25,43","25,4,23"
422650,"2,1,9,22,29,18,23","1,25,23,3,2"
476650,"2,22,29,18",25
324710,"2,22,28,29,13,23","25,4,23"
529480,"2,22,29,15,17","73,1,4,23,28,2"
502200,"2,22,29,13",2
373620,"2,1,9,39,24,22,28,29,23,25,44","1,23"
571880,"2,22,29,30,18,23","25,23,3,28"
606690,"2,22,29",23
246920,"1,27,22,28,29,30,23,15,17","1,23"
418270,"2,22,29,23,15,25","1,25,23"
314290,"2,1,24,22,29,18,44","1,23"
545820,"2,22,29,35","25,4,37"
314470,"2,22,29","23,3"
348240,"2,22,29,18,23,25","1,4,23"
368180,"2,1,49,36,37,9,38,39,24,27,22,28,29,30,23,15,25,17,44","1,4,23,9,28"
441670,"2,22,28,29","1,25,4,23"
365680,"2,1,9,24,22,28,29,23,44","1,23"
603960,"2,22,28,29","1,23"
583040,"2,22,29",28
412670,"2,1,24,22,28,29,23,25,44","1,23"
339700,"2,1,27,22,28,29","1,25,23,3"
300760,"2,22,29,18","1,23,2,70"
435790,"2,22,28,29,25,43","1,23"
600630,"2,22,28,29,23,25","1,25,23,3"
377470,"2,22,28,29,13","25,23"
545540,"2,22,29","25,4,23,28"
448560,"2,22,29",23
454320,"2,29",23
307210,"2,22,29,13,23","1,23,3"
337180,"2,22,29,18,23,25",1
577480,"2,22,29,23",25
333730,"2,22,28,29,23","23,3"
356530,"2,22,28,29","25,23"
409000,"2,1,22,29,18,23",3
336030,"2,22,29,30,18,15,17","23,9"
618970,"2,22,29,18,23,15","1,25"
408650,"2,22,29,13,30,18,23,17","1,25,23"
466830,2,"25,4,23,28"
366210,"2,22,29,23,15,25","4,23,2"
476420,"2,1,49,36,22,29","23,3,28,2"
782690,"2,22,29,23","25,23,3"
610380,"2,1,49,36,9,38,22,29,35,23,25","1,25,4,23,28,2"
703840,"2,22,28,29,17,43","1,25,23,28"
372330,"2,22,29,18","25,4,23"
307270,"2,1,24,22,18,44",23
636100,"2,1,9,39,24,22,28,29,23,25,43,44","1,23,3"
331400,"2,22,29,18","1,25,4,23,3"
431810,"2,22,29","23,3,2"
412730,"2,22,29,18,23","25,23"
409560,"2,22,28,29","1,25,23,28"
446120,"2,22,29,18","1,23"
544840,"2,22,35,15,25",2
420980,"2,22,29,18","25,4,23"
573490,"2,1,49,36,9,38,27,22,29,25",28
557040,"2,1,49,36,37,9,38,39,22,28,29,23,25,43,44","1,23"
793350,"2,22,28,29,23,25,41,42,43","1,4,23"
336730,"2,22,29,13,23","25,23"
403700,"2,22,28,29",1
437000,"2,1,49,36,37,24,22,28,29,23,44",1
525070,"2,22,29,18,23,15","1,25,23"
427570,"2,22,29","23,2"
318480,"2,1,24,22,28,29,23,25,44","1,25,23,2"
407880,"2,22,29,13","25,23,3"
393460,"2,1,9,24,22,28,29,23,25,44","1,23,18"
305480,"2,22,29,18,23","25,4,23"
290990,"2,22,29,18,23","4,23,28"
508820,"2,22,28,29","4,23"
387240,"2,1,49,37,9,39,24,22,28,29,30,23,15,25,32,17,44","1,23,3,2"
298820,"2,22,28,29,23","25,4,23,3"
341710,"2,22,29,23","4,23,28,2"
513330,"2,22,29,23","23,28,2,70"
467760,"2,1,49,36,37,24,22,28,29,30,23,15,17,44","1,4,2"
370550,"2,22,29,23","1,25,4,23"
301050,"2,22,29,18","25,23"
659190,"2,22,29,23,15","25,4,23,28,2"
710030,"2,22,28,29,23","1,23"
367080,"2,1,9,39,24,22,28,29,23,15,25,43,44","1,25,23,3"
407780,"2,22,28,29,23","1,25,23"
348180,"2,22,29,23","25,23,3"
576980,"2,22,28,29,23,25","1,4,23"
444800,"2,22,29,18,25","1,25,23"
603350,"2,1,49,36,9,39,24,27,22,29,30,23,15,25,44","1,4,23"
504240,"2,22,29,18,25","1,4,23"
624970,"2,1,49,36,37,27,22,29,30,18,23,17,44","1,2"
318860,"2,22,29,18,23","1,25,23"
347440,"2,22,28,29,13,31,23,43","25,23"
241760,"2,1,49,37,9,39,22,28,29,23,25,44","1,25,23"
523730,"2,22,18","25,4,23"
466870,"2,22,29","4,23"
654700,"2,22","1,25,4,23"
528460,"1,20,49,36,9,27,22,29,35","25,23,29,3"
850450,"2,1,49,36,9,38,27,22,28,29","25,4,23"
401120,"2,1,22,28,29,23,25,43","1,4,23"
581370,"2,22,28,29,23","25,4,23,28"
371890,"2,1,24,22,28,29,25,44","1,23"
503620,"2,22,28,29","1,23,3"
654900,"2,22,29,18","4,23"
485040,"2,22,29,23","25,28"
368390,"2,22,29,18,23","25,4,23"
587260,"2,22,28,29,23,43",3
431910,2,"1,4,23"
486460,"2,22,29,35","25,4,37"
582620,"2,22,28,29,13,23","4,23"
770100,"2,1,9,39,24,22,29,23,15,25,44","25,23,3,2"
793720,"2,39,22,30,25","4,23"
349790,"2,22,29,30,23","23,3"
390610,"2,22,29,18,23,15","1,23"
377460,"2,1,9,24,27,22,28,29,23,15,25,44","1,4,23"
311680,"2,22,29,18,23","25,4,28"
307570,"2,22,29,23,14","25,4,23"
570420,"2,22,28,29,13,23","1,28"
312430,"2,22,29","28,2"
392780,"2,22,28,29,25","4,23"
476020,"2,22,28,29,23","25,23"
358070,"2,22,29","23,28"
695600,"2,22,29,30,23","23,3,28"
303340,"2,22,28,29,23,25","1,23"
279480,"2,29,17","4,2"
466490,"2,22,29,23","25,4"
382420,"2,1,22,28,29",1
370130,"2,1,9,24,22,28,29,23,44","1,25,23"
332830,"2,22,29,23,15,25","4,23"
525620,"2,22,28,29,23","1,4,23,2"
455110,"2,22,29,18","1,25,23"
51060,"2,22,29","25,4"
367350,"2,22,28,29","1,23"
431290,"2,22,28,29,23","1,23"
286280,"2,22,29","28,2"
448500,"2,22,29,18","1,25,4,23"
458630,"2,1,49,37,22,29,44","23,28,2"
514290,"2,22,29,15,25","23,28,2"
511750,"2,22,28,29,13","1,4,23,3"
403830,"2,22,28,29,15",25
307190,"2,22,29,18,23","25,4,28"
304170,"2,22,29,18,23",1
319760,"2,22,29,23","23,2"
605990,"2,22,23","25,4,23,28"
574310,"2,22,29,18","25,23"
444590,"2,22,28,29,23","1,25,23,3"
432260,"2,22,28,29,23,25","1,4,23"
485860,"2,22,29,23","25,4,23"
330620,"2,22,29,30,23,15","23,3,28,2"
428220,"2,22,29,13,18,23","1,25,4,23"
339000,"2,1,9,22,28,29,23","1,4,23"
622770,"2,1,49,36,37,9,38,39,24,27,22,29,18,44","1,25,23"
381220,"2,22,29","1,4,23,3,28,2"
345540,"2,22,29,23","25,4,23"
407020,"2,22,28,29","25,4,23"
431120,"2,22,28,29,25,43","23,2"
285960,"2,22,29,18,23,15,25","1,4,23"
437530,"2,22,28,29,23","1,25,23"
466800,"2,22,29,23,15","25,4,28"
371300,"2,22,28,29,23,43","25,23"
352780,"2,22,29","25,23"
307430,"2,1,24,27,22,28,29,23,15,25,32","4,23,2"
381260,"2,22,23","25,23"
504460,"2,1,49,36,37,9,38,18,15,25,44","9,70"
342240,"2,1,9,39,24,22,28,29,13,23,15,25,44","1,23"
502740,"2,22,29","23,2"
391820,"2,22,29,18,15,25","37,23,28"
341510,"2,22,28,29,23","4,23,3"
597730,"2,22,29","25,23"
448620,"2,22,28,29,14","25,23,3,2"
301840,"2,22,28,29,23,25","1,23"
528160,"2,1,49,37,9,39,24,22,29,18,23,44","1,23,3"
562660,"2,22,29","4,23"
460340,"2,22,29,15,14","25,23,2"
315110,"2,1,24,22,28,29,25,44","1,23"
316180,"2,22,28,29,23,25","1,23"
367780,"2,22,28,29,23,15,25,32","1,23"
675680,"2,22,29,18,15","1,25,4,23,3,2"
380700,"2,1,9,24,27,22,29,18,17,44","1,25,4,23"
387870,"2,1,9,27,22,28,29,23","1,4,23,2"
650440,"2,22,29,23","23,3,2"
674520,"2,1,49,37,9,39,24,22,28,29,23,41,42,43,44","1,23"
378750,"2,22,28,29,30,23,25","1,23"
410840,"2,22,29,30,23,15","4,23,28"
635310,"2,22,29","1,4,18"
311840,"2,22,29,23,15,25","4,23,28,2"
530630,"2,1,49,36,9,38,22,29,25","37,2"
434820,"2,22,28,29,23,25","4,23"
320630,"2,22,29","25,4"
535490,"2,22,30","71,23,28"
623080,"2,22,29,23","25,4,28"
549260,"2,22,28,29,13,23,43","25,23"
462990,"2,22,29,23,25","25,4,3,2"
447310,"2,22,29,25","4,23,28"
517720,"2,22,29,23","25,23,3,2,70"
646500,"2,22,29,23","23,28,2"
300360,"2,22,29,23","25,4"
469720,"2,22,29,23","25,23,3,2"
361200,"2,22,29","25,28"
408520,"2,22,29","25,4,23"
333660,"2,1,9,27,22,29,23,15","1,23,2"
352960,"2,22,28,29,13,23,15,14","1,25,23,28"
518060,"2,1,49,36,37,27,22,28,23,32,43,44","4,23,28,18,2"
685680,"2,22,29,18",28
416550,"2,22,29,23,25","1,23"
622460,"2,22,29","1,23,2"
351050,"2,1,22,29","28,18"
389310,"2,1,24,22,28,29,15,25,44","1,25,23"
550310,"2,22,29","1,25,4,23,28"
541380,"2,22,29","1,23,9"
317610,"2,22,29,23,25","1,23,2"
533480,"2,22,29","25,23,3,28,2"
455820,"2,22,28,29,23,43","1,25,23,3"
328590,"2,22,28,29,23,43","1,25,23"
353190,"2,22,28,29,23","1,25"
576880,"2,22,29","1,25,4,23,3,28"
492340,"2,1,49,37,22,28,23,44","1,4,23,18,70"
437250,2,"23,3"
320670,"2,22,29","25,4"
354030,"2,22,28,29,25","1,25,23"
519870,"2,22,28,29,15,17,41,42,43","4,23"
370480,"2,1,24,22,28,29,44","1,23"
425160,"2,22,28,29,23,17","1,4,23"
587830,"2,29","1,25,4,23,3"
363940,"2,22,29,18","1,23"
389670,"2,1,49,36,22,28,29,23,15,25","1,23,9,28,18"
406550,"2,22,29,23,41,42",25
440420,"2,22,28,29,13,23","25,4"
443860,"2,1,24,22,28,29,23,43,44",9
436490,"2,22,29,31","25,23"
263480,"2,1,9,22,29,18","1,23"
371000,"2,22,28,29,25","4,23"
383720,"2,22,29,23,15","25,3,28,2"
497580,"2,22,29,23","25,4"
488460,"2,22,29,13,23,25","25,23"
465660,"2,22,29,30","23,28,18,2"
447120,"2,22,28,29,23","25,23,3"
494580,"2,22,28,29,23,25","1,25,23,9"
325870,"2,22,28,29","1,23"
377980,"2,1,49,36,22,29,15","1,4,23"
264460,"2,22,29,18,23","1,25,23"
464230,"2,22,28,29","4,23"
368050,"2,1,24,27,22,28,29,23,25,44","1,23,2"
365800,"2,22,29,31,18,23","23,28,2"
398150,"2,22,28,29,23","1,25,23,3"
509620,"2,22,28,29,13","1,25,23"
315340,"2,22,28,29,23,25","1,23"
595420,"2,22,29,30","23,28,18,2"
518670,"2,22,29,18,23","1,23,28"
416110,"2,22,28,29","1,23"
359280,"2,1,24,22,28,29,44","1,25,3"
365480,"2,22,29","3,2"
680980,"2,22,29,13","25,23"
440340,"2,22,29",1
284100,"2,22,29","23,28,2"
354180,"2,22,29","25,23"
312510,"2,22,28,29,15,43","1,23"
423650,"2,22,29,23","4,23"
390620,"2,22,28,29,15,25","25,4,23"
372830,"2,22,28,29","1,25,23"
374060,"2,22,29,23","1,25,23"
496260,"2,22,29,18,23","25,4"
579180,"2,1,9,39,24,22,28,29,23,43,44","1,3"
415670,"2,22,29,23,25","25,23,2"
389650,"2,1,9,39,24,22,28,29,13,23,43,44","1,25,23"
408750,"2,22,29,23,25","4,23"
290020,"2,22,29,30,23,17","23,28"
354950,"2,22,29,23","25,4,23,28"
556340,"2,22,29,23","23,28"
446910,"2,22,29",23
695630,"2,22,28,29,23",3
463980,"2,22,29","23,3,2"
564750,"2,22,28,29,30,23,15,25,17",23
439490,"2,22,28,29,23","1,23"
392940,"2,22,28,29,23","25,4,23,3,2"
321830,"2,1,9,24,28,29,23,44","1,4,23,70"
362290,"2,1,49,37,24,22,29,18,44","25,23,28,2"
593490,"2,22,29","4,23,3,28,2"
384990,"2,22,28,29,31,25","1,23,28"
392120,"2,22,28,29,31,15,25","1,23"
399040,"2,22,29","4,23"
567800,"2,22,29,23","4,23,2"
546170,"2,22,28,29,15,41,42,43","4,23"
747340,"2,22,28,29","1,25,23"
425240,"2,1,9,39,24,22,28,29,23,43,44","1,23"
368450,"2,22,29,18","25,23"
387070,"2,22,29,13,18","1,25,23,28"
463860,"2,22,29","1,25,23,3,28"
467320,"2,1,27,22,29,23","1,4,23,3"
517660,"1,49,36,27,22,29,15","1,23"
730410,"2,22,29,23","23,28,2"
354400,"2,22,29,18,17,14","1,25,23"
440550,"2,22,28,29,23","1,23"
364350,"2,22,29","25,23"
691450,"2,22,29","25,4,23"
312650,"2,1,49,36,9,38,22,28,29,40,23,25,43",1
461490,"2,22,29","25,4,23,2,70"
337210,"2,22,29,15","25,23,3,2"
391180,"2,22,29,18,23","1,25,23"
426190,"2,1,49,36,9,38,27,22,28,29,23,15,25","1,23"
415240,"2,1,24,22,29,18,25,44","1,4,23"
601770,"1,49,36,27,22,29,15","1,23,18"
318090,"2,22,29,23","4,23,2"
620190,"2,22,29,30,23,15","1,4,23,28,2,70"
718560,"2,1,49,36,37,22,29,44",2
632070,"2,22,28","25,23"
555060,"2,1,49,36,27,22,29,25","1,4,23,28,18"
303310,"2,22,29,18,23",25
599880,"2,22,29,23","73,1,23"
458680,"2,1,49,36,37,9,38,39,24,22,28,29,23,25,44","1,23"
316140,"2,22,28,29,23,15","25,23"
383710,"2,22,28,29,25",1
539380,"2,22,29,18","4,23,2"
317290,"2,22,29,18,23","25,23"
386080,"2,22,28,29,23,15,43","1,25,23,3"
629960,"2,22,29","71,72,25,4"
417990,"2,22,28,29","25,23,3,28"
589530,"2,22,28,29,23",25
364630,"2,1,49,36,9,38,27,22,28,29,31,40","1,23,2"
340750,"2,1,24,22,28,29,25,44","1,23"
718090,"2,22,28,29,23","1,25,23,3"
291430,"2,22,29,18,23,15","1,4,23"
510840,"2,1,49,36,9,38,27,28,29,15,25,32","1,4,23,29,28"
390870,"2,1,49,37,9,39,24,22,28,25,43,44",1
577730,"2,22,29,23","4,23,28,2"
495120,"2,29","25,4,23"
457520,"2,1,24,22,28,29,15,25,44","1,4,23"
788270,"2,22,29,18,23","1,25,23,3"
552970,"2,1,24,22,28,29,23,44","1,25,23"
452860,"2,22,29","1,4,23"
615340,"2,22,29,35,23","25,4,37"
373610,"2,1,9,39,24,22,28,29,23,25,44","1,23"
492220,"2,22,28,29,13","25,23"
542200,"2,22,18","4,23,28"
574560,"2,22,29,23","25,4,23"
432190,"2,22,29","4,23"
473540,"2,22,29,23,15","25,4"
423610,"2,22,28,29,23,15,25","1,25,4,23,9,28"
383690,"2,22,29","25,23"
377190,"2,22,29","23,3"
537200,"2,29","4,23,2"
492430,"2,22,28,29,23,43","25,23"
415400,"2,22,29","4,23"
369530,"2,22,18,23","1,25,23,3,28,2"
370920,"2,22,28,29","1,23"
650110,"2,22",28
271970,"2,22,28,29,23","23,3"
322750,"2,22,28,29,23,25","1,23,3"
469980,"2,22,29,18,23","25,23,3"
603250,"2,22,29,18","1,25,4,23,2"
427490,"2,22,29,23","23,3,2"
585080,"2,1,9,38,22,28,29,23,43","25,28,18"
293340,"2,22,29,15,25","4,23,28"
406720,"2,22,29,18","1,25"
421260,"2,22,29,18,23,25",2
615090,"2,1,9,24,22,29,18,15,25,44","23,3,2"
463160,"2,22,28,29,23","23,3,2"
620940,"2,22,29,13,23","4,23"
381750,"2,1,49,36,27,22,28,29,30,23,15,17","1,23,9,28,18"
738610,"2,22,29,23,25","23,28,2,70"
384690,"2,22,28,29,30,23,25","1,23"
360840,"2,22,28,29,23","25,23"
536780,"2,22,29,23","25,4"
486120,"2,22,29","25,4"
546080,"2,22,28,29,23","25,4,23,3"
447860,"2,22,29,18,25","1,25,4,23"
336440,"2,1,49,37,9,39,24,22,28,29,23,41,42,43,44","1,25,4,23,3"
555620,"2,22,29","1,25,23"
541450,"2,22,28,29,23",3
378930,"2,22,29,13,23","1,25,23"
257770,"2,1,9,38,39,24,27,22,28,29,23,44","1,23,2"
428350,"2,22,29","23,3,28,2"
377690,"2,22,29,18","71,72,4,23"
422860,"2,22,29,31,15,25","4,23,18"
470590,"2,22,28,29,25","4,23,9,28"
339640,"2,1,22,29","23,3,2"
616240,"2,1,49,36,37,24,27,22,28,29,35,43,44","4,18"
462440,"1,49,36,37,9,38,39,29,44","1,25,23,29,3,28,2,70"
305820,"2,22,29,30,17","4,23"
552410,"2,22,29,18,15","1,25,23,3,28"
312560,"2,22,29,18,23","1,3"
575460,"2,29","25,23,2"
368800,"2,39,24,22,28,29,23,15,25","1,23"
273960,"2,22,29","1,23,28,2"
557580,"2,22,28,29,23,15,25","1,25,23"
297450,"2,22,29,31,18,23,25","1,23"
316370,"2,22,29,17","1,23,3"
370940,"2,1,24,22,29,18,23,25,44","1,23"
576030,"2,22,29,23,25","23,28"
280890,"2,22,28,29,31","1,25,23"
843660,"2,22,15","4,37,23,3"
552160,"2,22,29,23,15","4,23,2"
464440,"2,22,28,29","25,4,23"
